id,track_name,size_bytes,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num
1120021683,6303,77551616,0.0,0,0,0.0,0.0,12,1,38,0,1
1120034048,3005,117726208,0.0,838,8,4.5,4.5,4,1,38,5,8
1120072154,330,62823424,0.0,3815,5,4.0,1.0,9,1,37,4,1
1120181386,4334,85164032,1.99,48,19,4.5,4.5,4,1,40,5,1
1120339123,2338,1153353728,6.99,83,83,4.5,4.5,9,1,37,5,5
1120437406,1145,87667712,0.0,38,38,4.0,4.0,4,1,38,5,1
1120463205,6921,96265216,0.0,0,0,0.0,0.0,4,1,40,4,1
1120471712,3706,69751808,0.0,70,1,3.5,2.0,4,17,38,5,11
1120547622,4551,192231424,3.99,278,52,4.5,4.5,4,1,38,5,3
1120565231,861,45024256,0.0,0,0,0.0,0.0,12,1,38,0,1
1120574666,7050,114208768,0.99,0,0,0.0,0.0,4,1,40,5,1
1120674971,2619,29841408,0.99,53,1,4.5,5.0,4,14,37,0,1
1120695201,597,150992896,0.0,1122,303,4.5,4.5,4,1,37,5,1
1120838254,3592,513771520,3.99,14,7,3.5,3.5,4,17,25,5,1
1120861209,4288,274795520,4.99,291,96,4.5,4.0,9,1,25,3,1
1120936238,781,116981760,0.0,1498,79,5.0,5.0,4,1,38,5,2
1120991202,6071,228882432,0.0,145,20,4.0,4.5,9,1,38,5,3
1121157685,707,81576960,0.0,3153,0,5.0,0.0,12,1,40,5,1
1121160975,6487,41528320,0.0,0,0,0.0,0.0,12,1,40,0,1
1121172075,6564,33209344,0.0,0,0,0.0,0.0,9,1,40,0,1
1121196185,4746,68205568,0.0,2,2,5.0,5.0,4,1,38,5,1
1121283620,6353,74806272,0.0,0,0,0.0,0.0,12,1,40,5,1
1121425007,5710,1031653376,6.99,50,5,3.0,3.5,9,1,24,5,3
1121463708,3245,159161344,1.99,4553,57,4.0,3.0,4,14,37,5,1
1121484538,4910,213410816,4.99,35,8,3.5,3.0,4,1,37,5,4
1121545201,6091,252352512,0.0,22,4,4.0,5.0,12,1,38,5,5
1121590741,4720,38171648,0.0,12,3,1.5,1.0,17,18,38,0,2
1121659254,6888,49652736,0.99,13,0,4.5,0.0,12,1,40,5,1
1121685698,915,111013888,0.0,56,56,4.0,4.0,4,1,43,5,1
1121740066,3822,23908352,0.0,244,19,3.0,2.5,4,14,37,0,1
1121782467,4444,1329823744,4.99,421,51,4.0,4.0,9,1,37,5,16
1121796149,2076,31382528,0.0,65,10,3.5,4.0,4,15,25,3,5
1121910644,4749,268843008,0.0,126,126,4.0,4.0,4,1,38,5,1
1121943475,292,56849408,0.0,165,29,4.5,5.0,4,15,37,0,10
